iter	Passed	Remaining
687	864	392
688	865	390
689	865	388
690	866	387
691	870	387
692	871	386
693	874	385
694	875	384
695	876	382
696	876	381
697	877	379
698	878	378
699	878	376
700	879	375
701	879	373
702	880	371
703	881	370
704	881	368
705	882	367
706	882	365
707	883	364
708	883	362
709	884	361
710	885	359
711	885	358
712	886	356
713	886	355
714	887	353
715	888	352
716	890	351
717	891	350
718	891	348
719	892	347
720	892	345
721	893	344
722	894	342
723	894	341
724	895	339
725	896	338
726	896	336
727	897	335
728	897	333
729	898	332
730	899	330
731	899	329
732	900	328
733	901	326
734	901	325
735	902	323
736	903	322
737	905	321
738	905	319
739	907	318
740	907	317
741	908	315
742	909	314
743	910	313
744	910	311
745	911	310
746	911	308
747	912	307
748	912	305
749	913	304
750	913	302
751	914	301
752	915	300
753	915	298
754	916	297
755	917	296
756	918	294
757	920	293
758	921	292
759	921	291
760	923	289
761	923	288
762	924	287
763	924	285
764	925	284
765	925	282
766	926	281
767	927	280
768	928	278
769	928	277
770	929	276
771	930	274
772	931	273
773	933	272
774	934	271
775	935	269
776	935	268
777	936	267
778	938	266
779	941	265
780	941	264
781	942	262
782	942	261
783	943	259
784	943	258
785	944	257
786	945	255
787	946	254
788	947	253
789	947	251
790	948	250
791	949	249
792	951	248
793	951	246
794	952	245
795	956	245
796	959	244
797	961	243
798	963	242
799	965	241
800	967	240
801	969	239
802	972	238
803	974	237
804	977	236
805	979	235
806	981	234
807	985	234
808	987	233
809	989	232
810	991	231
811	993	229
812	995	228
813	997	227
814	998	226
815	998	225
816	1002	224
817	1004	223
818	1006	222
819	1006	220
820	1010	220
821	1012	219
822	1013	217
823	1015	216
824	1016	215
825	1017	214
826	1017	212
827	1020	212
828	1021	210
829	1023	209
830	1025	208
831	1027	207
832	1028	206
833	1029	204
834	1030	203
835	1030	202
836	1031	200
837	1031	199
838	1032	198
839	1032	196
840	1033	195
841	1034	194
842	1034	192
843	1035	191
844	1035	189
845	1035	188
846	1036	187
847	1037	185
848	1039	184
849	1040	183
850	1042	182
851	1043	181
852	1044	180
853	1045	178
854	1046	177
855	1047	176
856	1048	174
857	1049	173
858	1050	172
859	1052	171
860	1053	170
861	1055	168
862	1056	167
863	1056	166
864	1057	165
865	1057	163
866	1058	162
867	1058	161
868	1059	159
869	1060	158
870	1060	157
871	1061	155
872	1061	154
873	1062	153
874	1062	151
875	1063	150
876	1063	149
877	1065	148
878	1067	146
879	1068	145
880	1070	144
881	1071	143
882	1072	142
883	1073	140
884	1074	139
885	1075	138
886	1076	137
887	1077	135
888	1078	134
889	1080	133
890	1082	132
891	1084	131
892	1085	130
893	1086	128
894	1087	127
895	1088	126
896	1089	125
897	1090	123
898	1091	122
899	1092	121
900	1093	120
901	1094	118
902	1096	117
903	1097	116
904	1098	115
905	1099	114
906	1099	112
907	1100	111
908	1101	110
909	1101	108
910	1102	107
911	1102	106
912	1103	105
913	1103	103
914	1104	102
915	1105	101
916	1105	100
917	1106	98
918	1106	97
919	1107	96
920	1109	95
921	1111	93
922	1111	92
923	1112	91
924	1114	90
925	1115	89
926	1116	87
927	1116	86
928	1117	85
929	1118	84
930	1118	82
931	1119	81
932	1119	80
933	1120	79
934	1120	77
935	1121	76
936	1121	75
937	1122	74
938	1124	73
939	1125	71
940	1126	70
941	1126	69
942	1127	68
943	1128	66
944	1129	65
945	1129	64
946	1130	63
947	1130	62
948	1131	60
949	1131	59
950	1132	58
951	1132	57
952	1133	55
953	1133	54
954	1134	53
955	1134	52
956	1135	51
957	1135	49
958	1136	48
959	1136	47
960	1137	46
961	1140	45
962	1141	43
963	1143	42
964	1143	41
965	1144	40
966	1145	39
967	1145	37
968	1146	36
969	1147	35
970	1148	34
971	1148	33
972	1149	31
973	1149	30
974	1150	29
975	1150	28
976	1151	27
977	1151	25
978	1152	24
979	1152	23
980	1153	22
981	1154	21
982	1155	19
983	1156	18
984	1157	17
985	1158	16
986	1158	15
987	1159	14
988	1160	12
989	1160	11
990	1161	10
991	1161	9
992	1162	8
993	1162	7
994	1163	5
995	1164	4
996	1164	3
997	1165	2
998	1168	1
999	1168	0
